cf_index,cf_score,cf_target_market,cf_serving_size,cf_sugar_result,cf_fiber_result,cf_sodium_result,cf_sugar_per_serving,cf_fiber_per_serving,cf_sodium_per_serving,cf_calories_per_serving,has_white_bg,has_character,has_downward_gaze,greyscale_peak,b_mean,g_mean,r_mean,b_sd,g_sd,r_sd,most_frequent_colour,most_frequent_colour_count,most_dominant_colour,url,cover_image_url,fn,fn_cropped,company
142,52,Adult,30,27%,10%,467,8,3,140,110,1,0,0,255,165.16,145.95,171.84,69.8,77.81,66.25,#ffffff,17809,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=142,http://cerealfacts.org/media/cereal_images/KelloggSpecialKBlueberry.jpg,img_142_kelloggspecialkblueberry.jpg,img_142_kelloggspecialkblueberry_cropped.png,Kellogg
143,36,Adult,31,29%,10%,581,9,3,180,120,1,0,0,255,133.12,147.03,193.31,78.08,74.72,53.83,#ea1b35,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=143,http://cerealfacts.org/media/cereal_images/KelloggSpecialKChocolateyDelight.jpg,img_143_kelloggspecialkchocolateydelight.jpg,img_143_kelloggspecialkchocolateydelight_cropped.png,Kellogg
144,48,Adult,30,23%,10%,633,7,3,190,110,0,0,0,207,119.19,156.78,208.58,70.07,65.49,56.46,#ffffff,2296,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=144,http://cerealfacts.org/media/cereal_images/KelloggSpecialKCinnamonPecan.jpg,img_144_kelloggspecialkcinnamonpecan.jpg,img_144_kelloggspecialkcinnamonpecan_cropped.png,Kellogg
145,50,Adult,32,31%,9%,438,10,3,140,120,1,0,0,255,168.46,159.23,200.96,77.17,74.51,49.48,#e5ddec,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=145,http://cerealfacts.org/media/cereal_images/KelloggSpecialKFruitYogurt.jpg,img_145_kelloggspecialkfruityogurt.jpg,img_145_kelloggspecialkfruityogurt_cropped.png,Kellogg
146,70,Adult,29,7%,17%,379,2,5,110,100,1,0,0,255,185.17,176.09,176.81,78.72,70.78,67.64,#ffffff,5026,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=146,http://cerealfacts.org/media/cereal_images/KelloggSpecialKProteinPlus.jpg,img_146_kelloggspecialkproteinplus.jpg,img_146_kelloggspecialkproteinplus_cropped.png,Kellogg
147,48,Adult,31,29%,10%,613,9,3,190,110,1,0,0,225,143.93,145.73,204.83,90.53,86.47,54.63,#efe6e7,3072,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=147,http://cerealfacts.org/media/cereal_images/KelloggSpecialKRedBerries.jpg,img_147_kelloggspecialkredberries.jpg,img_147_kelloggspecialkredberries_cropped.png,Kellogg
148,44,Adult,31,13%,0%,710,4,0,220,120,1,0,0,242,190.13,192.33,217.19,66.07,65.72,33.83,#e02948,140,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=148,http://cerealfacts.org/media/cereal_images/KelloggSpecialKRegular.jpg,img_148_kelloggspecialkregular.jpg,img_148_kelloggspecialkregular_cropped.png,Kellogg
149,48,Adult,30,30%,10%,567,9,3,170,110,0,0,0,86,120.35,148.75,205.33,63.67,78.04,50.31,#cb2030,2231,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=149,http://cerealfacts.org/media/cereal_images/KelloggSpecialKVanillaAlmond.jpg,img_149_kelloggspecialkvanillaalmond.jpg,img_149_kelloggspecialkvanillaalmond_cropped.png,Kellogg
150,50,Adult,29,28%,10%,483,8,3,140,100,1,0,0,211,136.88,143.26,170.38,66.56,64.37,50.46,#cecece,768,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=150,http://cerealfacts.org/media/cereal_images/KelloggSpecialKMultigrainOatsHoney.jpg,img_150_kelloggspecialkmultigrainoatshoney.jpg,img_150_kelloggspecialkmultigrainoatshoney_cropped.png,Kellogg
151,76,Adult,52,6%,10%,221,3,5,115,190,0,0,0,209,116.99,130.19,127.31,75.53,63.38,53.48,#bddbdd,220,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=151,http://cerealfacts.org/media/cereal_images/KelloggSpecialKLowFatGranola.jpg,img_151_kelloggspecialklowfatgranola.jpg,img_151_kelloggspecialklowfatgranola_cropped.png,Kellogg
152,56,Adult,49,22%,6%,449,11,3,220,180,0,0,0,175,125.24,169.21,204.21,92.69,65.29,59.02,#ffffff,540,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=152,http://cerealfacts.org/media/cereal_images/KelloggBearNakedCerealNutClusterCrunchHoneyAlmond.jpg,img_152_kelloggbearnakedcerealnutclustercrunchhoneyalmond.jpg,img_152_kelloggbearnakedcerealnutclustercrunchhoneyalmond_cropped.png,Kellogg
153,56,Adult,59,22%,7%,441,13,4,260,220,0,0,0,104,111.95,136.72,200.64,90.69,79.65,57.97,#ffffff,433,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=153,http://cerealfacts.org/media/cereal_images/KelloggBearNakedCerealNutClusterCrunchMapleNut.jpg,img_153_kelloggbearnakedcerealnutclustercrunchmaplenut.jpg,img_153_kelloggbearnakedcerealnutclustercrunchmaplenut_cropped.png,Kellogg
154,44,Adult,30,40%,3%,383,12,1,115,120,0,0,0,82,110.74,123.17,150.99,62.92,64.51,73.64,#ffffc9,44,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=154,http://cerealfacts.org/media/cereal_images/KelloggCinnabon.jpg,img_154_kelloggcinnabon.jpg,img_154_kelloggcinnabon_cropped.png,Kellogg
155,56,Adult,55,18%,13%,236,10,7,130,220,1,0,0,255,141.35,163.16,184.59,90.62,80.43,71.36,#ffffff,14095,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=155,http://cerealfacts.org/media/cereal_images/KashiGranolaCocoaBeach.jpg,img_155_kashigranolacocoabeach.jpg,img_155_kashigranolacocoabeach_cropped.png,Kashi
156,56,Adult,55,18%,11%,245,10,6,135,230,1,0,0,245,156.45,177.5,198.96,88.8,78.26,58.22,#f6f8f7,72,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=156,http://cerealfacts.org/media/cereal_images/KashiGranolaMtMedleyGranola.jpg,img_156_kashigranolamtmedleygranola.jpg,img_156_kashigranolamtmedleygranola_cropped.png,Kashi
157,70,Adult,55,20%,13%,227,11,7,125,210,1,0,0,255,138.85,172.5,208.42,82.44,66.97,57.04,#ffffff,4431,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=157,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeAutumnWheat.jpg,img_157_kashishreddedwheattypeautumnwheat.jpg,img_157_kashishreddedwheattypeautumnwheat_cropped.png,Kashi
158,76,Adult,55,16%,9%,0,9,5,0,180,1,0,0,234,142.87,160.55,181.35,77.85,67.84,54.84,#e8e8e8,197,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=158,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeCinnamonHarvest.jpg,img_158_kashishreddedwheattypecinnamonharvest.jpg,img_158_kashishreddedwheattypecinnamonharvest_cropped.png,Kashi
159,76,Adult,55,16%,11%,9,9,6,5,190,1,0,0,246,165.76,195.38,206.82,78.24,54.69,56.0,#f0d9b0,112,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=159,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeIslandVanilla.jpg,img_159_kashishreddedwheattypeislandvanilla.jpg,img_159_kashishreddedwheattypeislandvanilla_cropped.png,Kashi
160,74,Adult,50,8%,12%,300,4,6,150,180,1,0,0,255,179.42,202.17,222.01,88.16,63.52,61.34,#e4701d,12032,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=160,http://cerealfacts.org/media/cereal_images/KashiFlakes7WholeGrainsFlakes.jpg,img_160_kashiflakes7wholegrainsflakes.jpg,img_160_kashiflakes7wholegrainsflakes_cropped.png,Kashi
161,78,Adult,52,12%,19%,163,6,10,85,140,0,0,0,232,155.49,175.13,208.34,84.02,73.51,48.53,#e3e3e3,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=161,http://cerealfacts.org/media/cereal_images/KashiGoLeanOriginal.jpg,img_161_kashigoleanoriginal.jpg,img_161_kashigoleanoriginal_cropped.png,Kashi
162,58,Adult,53,23%,15%,264,12,8,140,200,1,0,0,255,159.11,193.26,218.14,94.1,65.19,49.7,#ffffff,16433,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=162,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrunchHoneyAlmondFlax.jpg,img_162_kashigoleancrunchhoneyalmondflax.jpg,img_162_kashigoleancrunchhoneyalmondflax_cropped.png,Kashi
163,58,Adult,53,25%,15%,189,13,8,100,190,1,0,0,255,150.21,159.3,191.78,93.47,98.89,72.86,#ffffff,31679,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=163,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrunchOriginal.jpg,img_163_kashigoleancrunchoriginal.jpg,img_163_kashigoleancrunchoriginal_cropped.png,Kashi
164,72,Adult,53,19%,23%,208,10,12,110,160,0,0,0,48,67.26,73.81,149.96,70.26,89.82,62.22,#8d0020,73,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=164,http://cerealfacts.org/media/cereal_images/KashiGoodFriendsOriginal.jpg,img_164_kashigoodfriendsoriginal.jpg,img_164_kashigoodfriendsoriginal_cropped.png,Kashi
165,72,Adult,33,15%,15%,258,5,5,85,120,1,0,0,255,178.96,195.33,214.44,84.94,71.62,55.14,#fefcff,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=165,http://cerealfacts.org/media/cereal_images/KashiHeartToHeartHoneyToastedOat.jpg,img_165_kashihearttohearthoneytoastedoat.jpg,img_165_kashihearttohearthoneytoastedoat_cropped.png,Kashi
166,70,Adult,55,22%,7%,245,12,4,135,200,1,0,0,255,183.94,190.06,198.8,83.87,72.76,68.6,#ffffff,7770,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=166,http://cerealfacts.org/media/cereal_images/KashiHeartToHeartOatFlakesWildBlueberryClusters.jpg,img_166_kashihearttoheartoatflakeswildblueberryclusters.jpg,img_166_kashihearttoheartoatflakeswildblueberryclusters_cropped.png,Kashi
167,72,Adult,33,15%,15%,242,5,5,80,120,1,0,0,255,178.35,188.62,203.78,90.6,73.0,64.1,#ffffff,15096,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=167,http://cerealfacts.org/media/cereal_images/KashiHeartTohHeartWarmCinnamonOat.jpg,img_167_kashihearttohheartwarmcinnamonoat.jpg,img_167_kashihearttohheartwarmcinnamonoat_cropped.png,Kashi
168,74,Adult,30,20%,7%,0,6,2,0,120,1,0,0,255,158.4,178.66,193.03,85.77,63.79,56.74,#fcfcfc,249,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=168,http://cerealfacts.org/media/cereal_images/KashiHoneyPuffs7WholeGrainsHoneyPuffs.jpg,img_168_kashihoneypuffs7wholegrainshoneypuffs.jpg,img_168_kashihoneypuffs7wholegrainshoneypuffs_cropped.png,Kashi
169,56,Family,30,20%,17%,450,6,5,135,100,1,0,0,255,178.42,214.15,228.37,81.97,46.98,53.08,#ffffff,18255,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=169,http://cerealfacts.org/media/cereal_images/KashiSquaresHoneySunshine.jpg,img_169_kashisquareshoneysunshine.jpg,img_169_kashisquareshoneysunshine_cropped.png,Kashi
170,54,Family,30,23%,20%,417,7,6,125,100,1,0,0,255,172.94,177.02,202.98,88.29,87.78,65.76,#ffffff,19278,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=170,http://cerealfacts.org/media/cereal_images/KashiSquaresBerryBlossoms.jpg,img_170_kashisquaresberryblossoms.jpg,img_170_kashisquaresberryblossoms_cropped.png,Kashi
171,72,Adult,58,5%,12%,448,3,7,260,210,1,0,0,254,169.17,172.55,184.93,82.27,74.64,63.76,#d6d7dc,215,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=171,http://cerealfacts.org/media/cereal_images/KashiNuggets7WholeGrainsNuggets.jpg,img_171_kashinuggets7wholegrainsnuggets.jpg,img_171_kashinuggets7wholegrainsnuggets_cropped.png,Kashi
172,82,None,19,0%,5%,0,0,1,0,70,1,0,0,255,194.23,197.81,207.99,82.38,79.5,67.29,#ffffff,51273,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=172,http://cerealfacts.org/media/cereal_images/KashiPuffs7WholeGrainsPuffs.jpg,img_172_kashipuffs7wholegrainspuffs.jpg,img_172_kashipuffs7wholegrainspuffs_cropped.png,Kashi
173,46,Adult,32,28%,3%,531,9,1,170,120,1,0,0,255,163.9,174.62,198.13,82.06,77.37,55.84,#ffffff,22720,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=173,http://cerealfacts.org/media/cereal_images/KashiStrawberryFields.jpg,img_173_kashistrawberryfields.jpg,img_173_kashistrawberryfields_cropped.png,Kashi
174,70,Adult,55,20%,13%,227,11,7,125,210,0,0,0,125,88.93,124.75,135.09,32.78,38.29,28.6,#82005c,457,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=174,http://cerealfacts.org/media/cereal_images/KashiUBlackCurrantsWalnuts.jpg,img_174_kashiublackcurrantswalnuts.jpg,img_174_kashiublackcurrantswalnuts_cropped.png,Kashi
175,70,Adult,51,20%,18%,255,10,9,130,190,1,0,0,255,139.69,178.89,213.87,96.17,76.29,57.62,#ffffff,32907,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=175,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrispCinnamonCrumble.jpg,img_175_kashigoleancrispcinnamoncrumble.jpg,img_175_kashigoleancrispcinnamoncrumble_cropped.png,Kashi
176,70,Adult,51,20%,16%,245,10,8,125,180,1,0,0,244,146.41,165.1,190.5,76.21,65.99,48.78,#dfddde,1024,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=176,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrispBerryCrumble.jpg,img_176_kashigoleancrispberrycrumble.jpg,img_176_kashigoleancrispberrycrumble_cropped.png,Kashi
177,72,Family,60,13%,10%,283,8,6,170,210,1,0,0,255,190.06,211.79,229.08,91.51,63.34,56.3,#ffffff,29164,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=177,http://cerealfacts.org/media/cereal_images/KashiGoldenGoodness.jpg,img_177_kashigoldengoodness.jpg,img_177_kashigoldengoodness_cropped.png,Kashi
178,54,Adult,27,22%,7%,463,6,2,125,100,1,0,0,227,154.51,172.36,185.73,84.64,69.33,73.85,#dfd7d5,768,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=178,http://cerealfacts.org/media/cereal_images/KashiOrganicCeralIndigoMorning.jpg,img_178_kashiorganicceralindigomorning.jpg,img_178_kashiorganicceralindigomorning_cropped.png,Kashi
179,56,Adult,27,22%,7%,407,6,2,110,100,1,0,0,255,186.38,214.32,214.67,78.62,52.28,59.61,#ffffff,24225,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=179,http://cerealfacts.org/media/cereal_images/KashiOrganicCerealSimplyMaize.jpg,img_179_kashiorganiccerealsimplymaize.jpg,img_179_kashiorganiccerealsimplymaize_cropped.png,Kashi
180,54,Adult,30,27%,7%,433,8,2,130,110,0,1,0,0,93.95,114.73,182.83,73.16,78.89,51.58,#ffffff,217,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=180,http://cerealfacts.org/media/cereal_images/NewmansOwnFlakeNStrawberry.jpg,img_180_newmansownflakenstrawberry.jpg,img_180_newmansownflakenstrawberry_cropped.png,Newman's Own
181,56,Adult,30,27%,13%,267,8,4,80,100,0,1,0,204,119.28,142.46,139.52,71.46,60.74,62.8,#d1d4dd,256,violet,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=181,http://cerealfacts.org/media/cereal_images/NewmansOwnHoneyFlaxFlakes.jpg,img_181_newmansownhoneyflaxflakes.jpg,img_181_newmansownhoneyflaxflakes_cropped.png,Newman's Own
182,74,Adult,30,20%,27%,0,6,8,0,90,0,1,0,115,73.59,106.13,177.82,46.76,51.43,51.14,#a08e80,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=182,http://cerealfacts.org/media/cereal_images/NewmansOwnCinnamonFiberFlakes.jpg,img_182_newmansowncinnamonfiberflakes.jpg,img_182_newmansowncinnamonfiberflakes_cropped.png,Newman's Own
183,54,Adult,30,23%,7%,417,7,2,125,110,0,1,0,254,132.31,173.41,194.46,77.1,68.74,63.52,#fffffd,499,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=183,http://cerealfacts.org/media/cereal_images/NewmansOwnVanillaAlmond.jpg,img_183_newmansownvanillaalmond.jpg,img_183_newmansownvanillaalmond_cropped.png,Newman's Own
184,54,Child,30,23%,7%,400,7,2,120,120,0,1,1,2,32.36,86.7,111.9,50.56,66.36,78.99,#ffffff,1989,black,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=184,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicAmazonFrostedFlakes.jpg,img_184_npenvirokidzorganicamazonfrostedflakes.jpg,img_184_npenvirokidzorganicamazonfrostedflakes_cropped.png,Nature's Path
185,54,Child,30,30%,7%,333,9,2,100,115,0,1,1,254,102.05,132.76,130.25,66.89,70.86,77.83,#10110c,194,violet,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=185,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicGorillaMunch.jpg,img_185_npenvirokidzorganicgorillamunch.jpg,img_185_npenvirokidzorganicgorillamunch_cropped.png,Nature's Path
186,48,Child,30,30%,3%,450,9,1,135,120,0,1,1,249,130.53,142.69,148.77,65.59,60.42,71.71,#445ba7,256,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=186,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicKoalaCrisp.jpg,img_186_npenvirokidzorganickoalacrisp.jpg,img_186_npenvirokidzorganickoalacrisp_cropped.png,Nature's Path
187,54,Child,30,27%,7%,383,8,2,115,120,0,1,1,248,106.91,159.04,170.08,71.48,67.48,73.02,#ffffff,5501,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=187,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicLeapinLemurs.jpg,img_187_npenvirokidzorganicleapinlemurs.jpg,img_187_npenvirokidzorganicleapinlemurs_cropped.png,Nature's Path
188,44,Child,30,40%,3%,317,12,1,95,130,0,1,1,247,120.35,145.51,167.11,71.48,72.64,76.77,#242527,256,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=188,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicPeanutButterPandaPuffs.jpg,img_188_npenvirokidzorganicpeanutbutterpandapuffs.jpg,img_188_npenvirokidzorganicpeanutbutterpandapuffs_cropped.png,Nature's Path
189,52,Adult,30,17%,23%,633,5,7,190,100,0,0,0,217,120.86,130.41,138.23,56.19,75.55,91.14,#f5e164,214,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=189,http://cerealfacts.org/media/cereal_images/NPFlaxPlusMultibranFlakes.jpg,img_189_npflaxplusmultibranflakes.jpg,img_189_npflaxplusmultibranflakes_cropped.png,Nature's Path
190,58,Adult,55,18%,9%,291,10,5,160,210,0,0,0,76,102.64,101.91,174.18,62.84,80.37,51.13,#a81f3c,481,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=190,http://cerealfacts.org/media/cereal_images/NPFlaxPlusRedberryCrunch.jpg,img_190_npflaxplusredberrycrunch.jpg,img_190_npflaxplusredberrycrunch_cropped.png,Nature's Path
191,56,Adult,55,18%,9%,345,10,5,190,220,0,0,0,242,103.11,135.4,189.1,75.68,72.41,56.37,#f4eed4,491,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=191,http://cerealfacts.org/media/cereal_images/NPFlaxPlusMaplePecanCrunch.jpg,img_191_npflaxplusmaplepecancrunch.jpg,img_191_npflaxplusmaplepecancrunch_cropped.png,Nature's Path
192,56,Adult,55,24%,13%,273,13,7,150,210,0,0,0,192,92.93,135.04,168.98,49.59,71.69,80.6,#edbb72,256,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=192,http://cerealfacts.org/media/cereal_images/NPFlaxPlusPumpkinRaisinCrunch.jpg,img_192_npflaxpluspumpkinraisincrunch.jpg,img_192_npflaxpluspumpkinraisincrunch_cropped.png,Nature's Path
193,58,Adult,55,22%,15%,345,12,8,190,190,0,0,0,69,77.93,66.22,113.5,35.92,37.32,34.79,#5f2e5d,512,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=193,http://cerealfacts.org/media/cereal_images/NPFlaxPlusRaisinBranFlakes.jpg,img_193_npflaxplusraisinbranflakes.jpg,img_193_npflaxplusraisinbranflakes_cropped.png,Nature's Path
194,58,Adult,55,11%,11%,382,6,6,210,230,0,0,0,43,77.75,133.01,175.57,54.39,73.88,80.21,#fac35f,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=194,http://cerealfacts.org/media/cereal_images/NPHeritageCrunch.jpg,img_194_npheritagecrunch.jpg,img_194_npheritagecrunch_cropped.png,Nature's Path
195,54,Adult,30,23%,10%,433,7,3,130,110,0,0,0,73,43.55,103.32,148.82,68.66,58.73,56.01,#ffffff,1321,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=195,http://cerealfacts.org/media/cereal_images/NPSunriseCrunchyMaple.jpg,img_195_npsunrisecrunchymaple.jpg,img_195_npsunrisecrunchymaple_cropped.png,Nature's Path
196,54,Adult,30,23%,10%,433,7,3,130,110,0,0,0,232,158.03,179.47,198.57,75.25,58.31,49.62,#d6e5ea,512,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=196,http://cerealfacts.org/media/cereal_images/NPSunriseCrunchyVanilla.jpg,img_196_npsunrisecrunchyvanilla.jpg,img_196_npsunrisecrunchyvanilla_cropped.png,Nature's Path
197,68,Adult,30,7%,7%,533,2,2,160,110,0,0,0,49,121.16,121.96,113.22,61.35,66.32,93.45,#ffffff,93662,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=197,http://cerealfacts.org/media/cereal_images/NPCrispyRiceCereal.jpg,img_197_npcrispyricecereal.jpg,img_197_npcrispyricecereal_cropped.png,Nature's Path
198,58,Adult,30,10%,0%,417,3,0,125,120,0,0,0,254,142.56,195.14,203.37,71.62,58.26,80.04,#fffffd,486,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=198,http://cerealfacts.org/media/cereal_images/NPFruitJuiceSweetenedCornFlakes.jpg,img_198_npfruitjuicesweetenedcornflakes.jpg,img_198_npfruitjuicesweetenedcornflakes_cropped.png,Nature's Path
199,44,Family,28,36%,7%,643,10,2,180,110,0,1,1,208,150.8,142.85,125.12,58.91,53.42,86.62,#ffffff,37118,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=199,http://cerealfacts.org/media/cereal_images/PostAlphaBits.jpg,img_199_postalphabits.jpg,img_199_postalphabits_cropped.png,Post
200,54,Adult,30,17%,17%,600,5,5,180,100,0,0,0,156,62.21,152.37,212.6,67.35,46.83,49.67,#f29b1a,198,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=200,http://cerealfacts.org/media/cereal_images/PostBranFlakes.jpg,img_200_postbranflakes.jpg,img_200_postbranflakes_cropped.png,Post
201,46,Family,27,52%,4%,93,14,1,25,110,0,1,1,146,102.24,159.0,175.62,85.26,67.44,83.67,#ce8a27,141,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=201,http://cerealfacts.org/media/cereal_images/PostGoldenCrisp.jpg,img_201_postgoldencrisp.jpg,img_201_postgoldencrisp_cropped.png,Post
202,58,Adult,29,14%,10%,431,4,3,125,110,1,0,0,234,181.93,188.08,213.5,76.79,71.15,45.05,#e5e9ec,512,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=202,http://cerealfacts.org/media/cereal_images/PostGrapeNutsFlakes.jpg,img_202_postgrapenutsflakes.jpg,img_202_postgrapenutsflakes_cropped.png,Post
203,70,Adult,58,9%,12%,500,5,7,290,200,1,0,0,209,165.3,163.56,183.64,60.91,69.34,53.32,#cfc7c4,191,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=203,http://cerealfacts.org/media/cereal_images/PostGrapeNutsRegular.jpg,img_203_postgrapenutsregular.jpg,img_203_postgrapenutsregular_cropped.png,Post
204,54,Adult,30,20%,7%,467,6,2,140,120,0,0,0,237,110.21,171.76,218.68,88.83,69.81,54.38,#fee101,251,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=204,http://cerealfacts.org/media/cereal_images/PostHBOHoneyRoasted.jpg,img_204_posthbohoneyroasted.jpg,img_204_posthbohoneyroasted_cropped.png,Post
205,54,Adult,32,19%,6%,422,6,2,135,130,0,0,0,251,128.92,157.06,165.51,95.81,76.17,89.75,#043874,102,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=205,http://cerealfacts.org/media/cereal_images/PostHBOWithAlmonds.jpg,img_205_posthbowithalmonds.jpg,img_205_posthbowithalmonds_cropped.png,Post
206,54,Adult,30,20%,7%,500,6,2,150,120,0,0,0,237,125.06,153.5,210.73,85.91,80.48,44.05,#881920,178,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=206,http://cerealfacts.org/media/cereal_images/PostHBOWithCinnamonClusters.jpg,img_206_posthbowithcinnamonclusters.jpg,img_206_posthbowithcinnamonclusters_cropped.png,Post
207,54,Adult,31,26%,6%,403,8,2,125,120,0,0,0,224,79.96,109.24,187.41,88.26,80.5,52.21,#d0cedb,512,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=207,http://cerealfacts.org/media/cereal_images/PostHBOWithRealStrawberries.jpg,img_207_posthbowithrealstrawberries.jpg,img_207_posthbowithrealstrawberries_cropped.png,Post
208,58,Adult,56,21%,7%,304,12,4,170,220,0,0,0,63,87.5,132.36,190.96,98.79,80.66,58.15,#ffd600,339,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=208,http://cerealfacts.org/media/cereal_images/PostHBOWithVanillaClusters.jpg,img_208_posthbowithvanillaclusters.jpg,img_208_posthbowithvanillaclusters_cropped.png,Post
209,48,Adult,29,21%,3%,483,6,1,140,120,0,0,0,63,79.92,133.81,163.39,94.84,78.63,80.64,#ffd000,144,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=209,http://cerealfacts.org/media/cereal_images/PostHBOWithPecanBunches.jpg,img_209_posthbowithpecanbunches.jpg,img_209_posthbowithpecanbunches_cropped.png,Post
210,54,Adult,52,27%,4%,346,14,2,180,200,0,0,0,195,81.78,121.13,142.34,76.4,63.66,56.17,#bbc2cc,125,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=210,http://cerealfacts.org/media/cereal_images/PostHBORaisinMedley.jpg,img_210_posthboraisinmedley.jpg,img_210_posthboraisinmedley_cropped.png,Post
211,58,Adult,57,25%,7%,140,14,4,80,250,0,0,0,228,102.03,176.34,212.29,78.22,65.04,62.99,#ffffff,13751,orange,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=211,http://cerealfacts.org/media/cereal_images/PostHBOJustBunchesHoneyRoasted.jpg,img_211_posthbojustbuncheshoneyroasted.jpg,img_211_posthbojustbuncheshoneyroasted_cropped.png,Post
212,40,Child,32,31%,3%,562,10,1,180,130,0,0,0,189,97.88,152.85,174.89,75.47,60.01,73.83,#e0d200,181,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=212,http://cerealfacts.org/media/cereal_images/PostHoneyCombRegular.jpg,img_212_posthoneycombregular.jpg,img_212_posthoneycombregular_cropped.png,Post
